movieId,title,imdbId,date,plot,g_adventure,g_animation,g_children,g_comedy,g_fantasy,g_romance,g_action,g_crime,g_thriller,g_drama,g_horror,g_mystery,g_sci-fi,g_war,g_musical,g_imax,g_documentary,g_western,g_film-noir,g_(no,g_genres,g_listed),d_johnlasseter,d_joejohnston,d_howarddeutch,d_charlesshyer,d_michaelmann,d_sydneypollack,d_peterhyams,d_martincampbell,d_robreiner,d_melbrooks,d_oliverstone,d_rennyharlin,d_martinscorsese,d_anglee,d_allisonanders,d_alexandrerockwell,d_robertrodriguez,d_quentintarantino,d_chuckjones,d_steveoedekerk,a_tomhanks,a_timallen,a_donrickles,a_jimvarney,a_wallaceshawn,a_johnratzenberger,a_anniepotts,a_johnmorris,a_erikvondetten,a_lauriemetcalf,a_r.leeermey,a_sarahrayne,a_pennjillette,a_jackangel,a_spenceraste,a_gregberg,a_lisabradley,a_kendallcunningham,a_debiderryberry,a_codydorkin
96588,pitch perfect ,1981677,2012,"the barden bellas are a collegiate, all-girls a cappella singing group thriving on female pop songs and their perfect looks. after a disastrous failing at last year's finals, they are forced to regroup. among the new recruits is freshman beca, an independent, aspiring dj with no interest in the college life. but after she meets jesse, from the rival all-male a cappella group, beca has a new outlook and takes it upon herself to help the bellas find their new look and sound and get back into the competition.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96610,looper ,1276104,2012,"joe is classified as a ""looper"", a job in which his employers use time travel to send men from the future to be killed into the past, where joe can properly dispose of their bodies. however, to tie up loose ends and erase the evidence of his ever being a looper, joe knows that one day his future self will be sent back for him to kill. when this day comes, joe's future self is prepared and escapes, and the two men struggle separately in the past trying to evade capture and attempting to fulfill their own personal agendas.",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96737,dredd ,1343727,2012,"the future america is an irradiated waste land. on its east coast, running from boston to washington dc, lies mega city one - a vast, violent metropolis where criminals rule the chaotic streets. the only force of order lies with the urban cops called ""judges"" who possess the combined powers of judge, jury and instant executioner. known and feared throughout the city, dredd is the ultimate judge, challenged with ridding the city of its latest scourge - a dangerous drug epidemic that has users of ""slo-mo"" experiencing reality at a fraction of its normal speed. during a routine day on the job, dredd is assigned to train and evaluate cassandra anderson, a rookie with powerful psychic abilities thanks to a genetic mutation. a heinous crime calls them to a neighborhood where fellow judges rarely dare to venture - a 200 storey vertical slum controlled by prostitute turned drug lord ma-ma and her ruthless clan. when they capture one of the clan's inner circle, ma-ma overtakes the compound's control center and wages a dirty, vicious war against the judges that proves she will stop at nothing to protect her empire. with the body count climbing and no way out, dredd and anderson must confront the odds and engage in the relentless battle for their survival.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96821,"perks of being a wallflower, the ",1659337,2012,"based on the novel written by stephen chbosky, this is about 15-year-old charlie (logan lerman), an endearing and naive outsider, coping with first love (emma watson), the suicide of his best friend, and his own mental illness while struggling to find a group of people with whom he belongs. the introvert freshman is taken under the wings of two seniors, sam and patrick, who welcome him to the real world.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96829,"hunt, the (jagten) ",2106476,2012,"lucas is a kindergarten teacher who takes great care of his students. unfortunately for him, young klara has a run-away imagination and concocts a lie about her teacher. before lucas is even able to understand the consequences, he has become the outcast of the town. the hunt is on to prove his innocence before it's taken from him for good.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97225,hotel transylvania ,837562,2012,"in 1895, dracula builds a resort in transylvania, hidden from the humans, to raise his beloved daughter mavis in a safe environment. in the present, the place is the hotel transylvania, where monsters bring their families to vacation far from the frightening humans. dracula invites his friends - frankenstein and his wife eunice; wayne and wanda, the werewolves; griffin, the invisible man; murray, the mummy; bigfoot, among others - to celebrate the 118th birthday of mavis. when the party is ready to start, the 21-year-old jonathan is walking through the forest and stumbles upon the hotel. dracula sees jonathan and disguises him as a monster to hide jonathan from the guests. but mavis also sees jonathan and dracula forces him to pose as a monster. soon mavis believes that jonathan is the ""zing"" of her life despite the advice of her father about humans.",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97304,argo ,1024648,2012,"in 1979, the american embassy in iran was invaded by iranian revolutionaries and several americans were taken hostage. however, six managed to escape to the official residence of the canadian ambassador and the cia was ordered to get them out of the country. with few options, exfiltration expert tony mendez devised a daring plan: create a phony canadian film project looking to shoot in iran and smuggle the americans out as its production crew. with the help of some trusted hollywood contacts, mendez created the ruse and proceeded to iran as its associate producer. however, time was running out with the iranian security forces closing in on the truth while both his charges and the white house had grave doubts about the operation themselves.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97306,seven psychopaths ,1931533,2012,a struggling screenwriter (colin farrell) inadvertently becomes entangled in the los angeles criminal underworld after his friends (christopher walken and sam rockwell) kidnap a gangster's (woody harrelson) beloved shih tzu.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97752,cloud atlas ,1371111,2012,"everything is connected: an 1849 diary of an ocean voyage across the pacific, letters from a composer to his lover, a thriller about a conspiracy at a nuclear power plant, a farce about a publisher in a nursing home;, a rebellious clone in futuristic korea, and the tale of a tribe living on post-apocalyptic hawaii far in the future.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97913,wreck-it ralph ,1772341,2012,"wreck-it ralph longs to be as beloved as his game's perfect good guy, fix-it felix. problem is, nobody loves a bad guy. but they do love heroes... so when a modern, first-person shooter game arrives featuring tough-as-nails sergeant calhoun, ralph sees it as his ticket to heroism and happiness. he sneaks into the game with a simple plan -- win a medal -- but soon wrecks everything, and accidentally unleashes a deadly enemy that threatens every game in the arcade. ralph's only hope? vanellope von schweetz, a young troublemaking ""glitch"" from a candy-coated cart racing game who might just be the one to teach ralph what it means to be a good guy. but will he realize he is good enough to become a hero before it's ""game over"" for the entire arcade?",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97921,silver linings playbook ,1045658,2012,"against medical advice and without the knowledge of her husband pat solatano sr., caring dolores solatano discharges her adult son, pat solatano jr., from a maryland mental health institution after his minimum eight-month court ordered stint. the condition of the release includes pat jr. moving back in with his parents in their philadelphia home. although pat jr.'s institutionalization was due to him beating up the lover of his wife nikki, he was diagnosed with bipolar disorder. nikki has since left him and has received a restraining order against him. although he is on medication (which he doesn't take because of the way it makes him feel) and has mandatory therapy sessions, pat jr. feels like he can manage on the outside solely by healthy living and looking for the ""silver linings"" in his life. his goals are to get his old job back as a substitute teacher, but more importantly reunite with nikki. he finds there are certain instances where he doesn't cope well; however, no less so than some others who have never been institutionalized, such as his philadelphia eagles obsessed father who has resorted to being a bookie to earn a living, his best friend ronnie who quietly seethes over the control wielded by his wife veronica, and veronica's widowed sister, tiffany maxwell, a girl with problems of her own. in their fragile mental states, pat jr. and tiffany embark on a love/hate friendship based primarily on what help the other can provide in achieving their individual goals. but they may reevaluate their goals as their relationship progresses.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97938,life of pi ,454876,2012,"in canada, a writer visits the indian storyteller pi patel and asks him to tell his life story. pi tells the story of his childhood in pondicherry, india, and the origin of his nickname. one day, his father, a zoo owner, explains that the municipality is no longer supporting the zoo and he has hence decided to move to canada, where the animals the family owns would also be sold. they board on a japanese cargo ship with the animals and out of the blue, there is a storm, followed by a shipwrecking. pi survives in a lifeboat with a zebra, an orangutan, a hyena and a male bengal tiger nicknamed richard parker. they are adrift in the pacific ocean, with aggressive hyena and richard parker getting hungry. pi needs to find a way to survive.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98243,rise of the guardians ,1446192,2012,"when an evil spirit known as pitch lays down the gauntlet to take over the world, the immortal guardians must join forces for the first time to protect the hopes, beliefs, and imaginations of children all over the world.",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98809,"hobbit: an unexpected journey, the ",903624,2012,"bilbo baggins is swept into a quest to reclaim the lost dwarf kingdom of erebor from the fearsome dragon smaug. approached out of the blue by the wizard gandalf the grey, bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior, thorin oakenshield. their journey will take them into the wild; through treacherous lands swarming with goblins and orcs, deadly wargs and giant spiders, shapeshifters and sorcerers. although their goal lies to the east and the wastelands of the lonely mountain first they must escape the goblin tunnels, where bilbo meets the creature that will change his life forever ... gollum. here, alone with gollum, on the shores of an underground lake, the unassuming bilbo baggins not only discovers depths of guile and courage that surprise even him, he also gains possession of gollum's ""precious"" ring that holds unexpected and useful qualities ... a simple, gold ring that is tied to the fate of all middle-earth in ways bilbo cannot begin to know.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98961,zero dark thirty ,1790885,2012,"maya is a cia operative whose first experience is in the interrogation of prisoners following the al qaeda attacks against the u.s. on the 11th september 2001. she is a reluctant participant in extreme duress applied to the detainees, but believes that the truth may only be obtained through such tactics. for several years, she is single-minded in her pursuit of leads to uncover the whereabouts of al qaeda's leader, osama bin laden. finally, in 2011, it appears that her work will pay off, and a u.s. navy seal team is sent to kill or capture bin laden. but only maya is confident bin laden is where she says he is.",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99007,warm bodies ,1588173,2013,"with much of the world's population now an undead horde, r is a young and oddly introspective zombie. while fighting with and feeding on a human scavenger party, r meets julie and feels an urge to protect her. what happens next is the beginning of a strangely warm relationship that allows r to begin regaining his humanity. as this change spreads through the local undead population like a virus, julie and r eventually have to face a larger issue when the very nature of their friendship is challenged. caught between the paranoid human forces and the ferocious ""bonies"", zombies who are a mutual threat, r and julie must find a way to bridge the differences of each side to fight for a better world no one thought possible.",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99112,jack reacher ,790724,2012,"in an innocent heartland city, five are shot dead by an expert sniper. the police quickly identify and arrest the culprit, and build a slam-dunk case. but instead of confessing, the accused man writes the words, ""get jack reacher."" reacher himself sees the news report and turns up in the city. the defense is immensely relieved, but reacher has come to bury the guy. shocked at the accused's request, reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99114,django unchained ,1853728,2012,"in 1858, a bounty-hunter named king schultz seeks out a slave named django and buys him because he needs him to find some men he is looking for. after finding them, django wants to find his wife, broomhilda, who along with him were sold separately by his former owner for trying to escape. schultz offers to help him if he chooses to stay with him and be his partner. eventually they learn that she was sold to a plantation in mississippi. knowing they can't just go in and say they want her, they come up with a plan so that the owner will welcome them into his home and they can find a way.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101864,oblivion ,1483013,2013,"one of the few remaining drone repairmen assigned to earth, its surface devastated after decades of war with the alien scavs, discovers a crashed spacecraft with contents that bring into question everything he believed about the war, and may even put the fate of mankind in his hands.",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102123,this is the end ,1245492,2013,"all jay baruchel expected coming to la was a fun time with seth rogen with all the wild partying to have both by themselves and at james franco's housewarming party. suddenly, the rapture hits and the biblical apocalypse has begun. now, jay and seth are desperately sheltering in james' house for rescue along with a few other friends. together, they must band together to attempt to survive the end of the world, only for jay to find that they are all too dumb and superficial to do it until they discover the only way out.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102125,iron man 3 ,1300854,2013,"marvel's ""iron man 3"" pits brash-but-brilliant industrialist tony stark/iron man against an enemy whose reach knows no bounds. when stark finds his personal world destroyed at his enemy's hands, he embarks on a harrowing quest to find those responsible. this journey, at every turn, will test his mettle. with his back against the wall, stark is left to survive by his own devices, relying on his ingenuity and instincts to protect those closest to him. as he fights his way back, stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102407,"great gatsby, the ",1343092,2013,"an adaptation of f. scott fitzgerald's long island-set novel, where midwesterner nick carraway is lured into the lavish world of his neighbor, jay gatsby. soon enough, however, carraway will see through the cracks of gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102445,star trek into darkness ,1408101,2013,"when the uss enterprise crew is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis. with a personal score to settle, captain kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction. as our space heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family kirk has left: his crew.",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102481,"internship, the ",2234155,2013,"billy (vince vaughn) and nick (owen wilson) are salesmen whose careers have been torpedoed by the digital world. trying to prove they are not obsolete, they defy the odds by talking their way into a coveted internship at google, along with a battalion of brilliant college students. but, gaining entrance to this utopia is only half the battle. now they must compete with a group of the nation's most elite, tech-savvy geniuses to prove that necessity really is the mother of re-invention.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102903,now you see me ,1670345,2013,"four magicians each answer a mysterious summons to an obscure address with secrets inside. a year later, they are the four horsemen, big time stage illusionists who climax their sold-out las vegas show with a bank apparently robbed for real. this puts f.b.i. agents dylan rhodes and interpol agent alma dray on the case to find out how they did it. however, this mystery proves to be difficult to solve, even with the insights of professional illusion exposer thaddeus bradley. what follows is a bizarre investigation where nothing is what it seems to be, with illusions, dark secrets, and hidden agendas galore as all involved are reminded of a great truth in this puzzle: the closer you look, the less you see.",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103042,man of steel ,770828,2013,"a young boy learns that he has extraordinary powers and is not of this earth. as a young man, he journeys to discover where he came from and what he was sent here to do. but the hero in him must now emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103141,monsters university ,1453405,2013,"mike wazowski (billy crystal) and james p. ""sully"" sullivan (john goodman) are an inseparable pair, but that wasn't always the case. from the moment these two mismatched monsters met, they couldn't stand each other. this movie unlocks the door to how mike and sully overcame their differences and became the best of friends.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103228,pacific rim ,1663662,2013,"when monstrous creatures, known as kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. to combat the giant kaiju, a special type of weapon was devised: massive robots, called jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. but even the jaegers are proving nearly defenseless in the face of the relentless kaiju. on the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes - a washed up former pilot (charlie hunnam) and an untested trainee (rinko kikuchi) - who are teamed to drive a legendary but seemingly obsolete jaeger from the past. together, they stand as mankind's last hope against the mounting apocalypse.",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103249,world war z ,816711,2013,"life for former united nations investigator gerry lane and his family seems content. suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. after barely escaping the chaos, lane is persuaded to go on a mission to investigate this disease. what follows is a perilous trek around the world where lane must brave horrific dangers and long odds to find answers before human civilization falls.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103253,elysium ,1535108,2013,"in the year 2154, two classes of people exist: the very wealthy, who live on a pristine man-made space station called elysium, and the rest, who live on an overpopulated, ruined earth. secretary delacourt, a government official, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of elysium. that doesn't stop the people of earth from trying to get in by any means they can. when unlucky max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life but could bring equality to these polarized worlds.",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103335,despicable me 2 ,1690953,2013,"while gru, the ex-supervillain is adjusting to family life and an attempted honest living in the jam business, a secret arctic laboratory is stolen. the anti-villain league decides it needs an insider's help and recruits gru in the investigation. together with the eccentric avl agent, lucy wilde, gru concludes that his prime suspect is the presumed dead supervillain, el macho, whose his teenage son is also making the moves on his eldest daughter, margo. seemingly blinded by his overprotectiveness of his children and his growing mutual attraction to lucy, gru seems on the wrong track even as his minions are being quietly kidnapped en masse for some malevolent purpose.",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
103341,"world's end, the ",1213663,2013,"20 years after attempting an epic pub crawl, five childhood friends reunite when one of them becomes hell bent on trying the drinking marathon again. they are convinced to stage an encore by mate gary king, a 40-year old man trapped at the cigarette end of his teens, who drags his reluctant pals to their home town and once again attempts to reach the fabled pub, the world's end. as they attempt to reconcile the past and present, they realize the real struggle is for the future, not just theirs but humankind's. reaching the world's end is the least of their worries.",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103772,"wolverine, the ",1430132,2013,"in modern day japan, wolverine is out of his depth in an unknown world as he faces his ultimate nemesis in a life-or-death battle that will leave him forever changed. vulnerable for the first time and pushed to his physical and emotional limits, he confronts not only lethal samurai steel but also his inner struggle against his own near-immortality, emerging more powerful than we have ever seen him before.",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104211,we're the millers ,1723121,2013,"after being robbed of a week's take, small-time pot dealer david is forced by his boss to go to mexico to pick up a load of marijuana. in order to improve his odds of making it past the border, david asks the broke stripper rose and two local teenagers to join him and pretend they're on a family holiday.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104241,kick-ass 2 ,1650554,2013,"after kick-ass' insane bravery inspires a new wave of self-made masked crusaders, led by the badass colonel stars and stripes, our hero joins them on patrol. when these amateur superheroes are hunted down by red mist -- reborn as the mother f%&*^r -- only the blade-wielding hit girl can prevent their annihilation. when we last saw junior assassin hit girl and young vigilante kick-ass, they were trying to live as normal teenagers mindy and dave. with graduation looming and uncertain what to do, dave decides to start the world's first superhero team with mindy. unfortunately, when mindy is busted for sneaking out as hit girl, she's forced to retire-leaving her to navigate the terrifying world of high-school mean girls on her own. with no one left to turn to, dave joins forces with justice forever, run by a born-again ex-mobster named colonel stars and stripes. just as they start to make a real difference on the streets, the world's first super villain, the mother f%&*^r, assembles his own evil league and puts a plan in motion to make kick-ass and hit girl pay for what they did to his dad. but there's only one problem with his scheme: if you mess with one member of justice forever, you mess with them all.",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104374,about time ,2194499,2013,"at the age of 21, tim lake (domhnall gleeson) discovers he can travel in time... the night after another unsatisfactory new year party, tim's father (bill nighy) tells his son that the men in his family have always had the ability to travel through time. tim can't change history, but he can change what happens and has happened in his own life-so he decides to make his world a better place...by getting a girlfriend. sadly, that turns out not to be as easy as you might think. moving from the cornwall coast to london to train as a lawyer, tim finally meets the beautiful but insecure mary (rachel mcadams). they fall in love, then an unfortunate time-travel incident means he's never met her at all. so they meet for the first time again-and again-but finally, after a lot of cunning time-traveling, he wins her heart. tim then uses his power to create the perfect romantic proposal, to save his wedding from the worst best-man speeches, to save his best friend from professional disaster and to get his pregnant wife to the hospital in time for the birth of their daughter, despite a nasty traffic jam outside abbey road. but as his unusual life progresses, tim finds out that his unique gift can't save him from the sorrows and ups and downs that affect all families, everywhere. there are great limits to what time travel can achieve, and it can be dangerous too.",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104841,gravity ,1454468,2013,"dr. ryan stone (sandra bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut matt kowalski (george clooney) in command of his last flight before retiring. but on a seemingly routine spacewalk, disaster strikes. the shuttle is destroyed, leaving stone and kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104879,prisoners ,1392214,2013,"how far would you go to protect your family? keller dover is facing every parent's worst nightmare. his six-year-old daughter, anna, is missing, together with her young friend, joy, and as minutes turn to hours, panic sets in. the only lead is a dilapidated rv that had earlier been parked on their street. heading the investigation, detective loki arrests its driver, alex jones, but a lack of evidence forces his release. as the police pursue multiple leads and pressure mounts, knowing his child's life is at stake the frantic dover decides he has no choice but to take matters into his own hands. but just how far will this desperate father go to protect his family?",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104913,rush ,1979320,2013,"set against the sexy, glamorous golden age of formula 1 racing in the 1970s, the film is based on the true story of a great sporting rivalry between handsome english playboy james hunt (hemsworth), and his methodical, brilliant opponent, austrian driver niki lauda (bruhl). the story follows their distinctly-different personal styles on and off the track, their loves, and the astonishing 1976 season in which both drivers were willing to risk everything to become world champion in a sport with no margin for error: if you make a mistake, you die.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
